common_voice_yue_40641358 可惜同嘅人手快閂咗門
common_voice_yue_40724518 其實師兄你係咪溝緊人老母？
common_voice_yue_40724522 驚佢其他單位都拆咗人哋埲主力牆吖嘛
common_voice_yue_40724574 公司咪你屋企囉
common_voice_yue_40724600 嗰陣你已經迫過我同個唔愛嘅人結婚
common_voice_yue_40724662 手術好成功
common_voice_yue_40724938 師兄不妨講多啲
common_voice_yue_40725009 我見到嘅仲係笑咗笑埋右
common_voice_yue_40725010 身為喺主權移交之後成長嘅一代
common_voice_yue_40725012 人哋啲情侶都係噉㗎啦
common_voice_yue_40725137 我呢世人都唔知仲會唔會見到佢
common_voice_yue_40725139 係行頭冇女啫
common_voice_yue_40733282 完全冇留意
common_voice_yue_40733283 真係要家長企得好硬先得
common_voice_yue_40733311 俾個機會你估下邊個打邊個
common_voice_yue_40829195 中國本部嘅人某程度上覺醒得快過廣東
common_voice_yue_40829211 都冇計嘅
common_voice_yue_40829213 我有試過喺海洋公園門口，被大陸遊客問我呢度係咪迪士尼
common_voice_yue_40829214 不過唔知佢係咪手術已經做到一半嘅朋友
common_voice_yue_40829215 依家啲人只要高樓大廈
common_voice_yue_40829218 我話唔係，跟手佢再問我咁點去迪士尼
common_voice_yue_40829226 兩個有愛嘅人湊仔會好過一個人自己湊
common_voice_yue_40829244 而家我哋就嚟測試你哋嘅膽量
common_voice_yue_40829248 我都見過
common_voice_yue_40829263 中國員工係指身在中國嘅員工定係中國藉員工？
common_voice_yue_40851679 查理斯三世繼位點睇
common_voice_yue_40858065 你想點就點啦
common_voice_yue_40858085 有啲嘢大家都知但係唔講得
common_voice_yue_40858086 大佬話講咩都得嘛
common_voice_yue_40858095 默默上到九號風球嘞
common_voice_yue_40858115 因為我唔鍾意大髀同街外面啲凳直接接觸嘅感覺
common_voice_yue_40858124 加埋一小段原因
common_voice_yue_40858153 俾我去到其他地方都係會搭錯車
common_voice_yue_40858182 自細就一定着打底褲同用食物袋擋住條裙
common_voice_yue_40858183 私以為要揸正手續溝到我先拍得
common_voice_yue_40858185 口音都係身份認同嘅一種
common_voice_yue_40858197 個名啱唔啱
common_voice_yue_40858199 我老豆仲會問點解你啲朋友嗌我叔叔唔嗌哥哥？
common_voice_yue_40858210 你真係要抌低我呀？
common_voice_yue_40858321 咁有無吸引到你？
common_voice_yue_40858356 日本公司有暑假放嘅咩？
common_voice_yue_40858374 可唔可以喺呢度討論一下，廣東話嘅口語同書面語互譯？
common_voice_yue_40858437 怪返民眾
common_voice_yue_40858501 你唔係叫我為你賭一次嘅咩？
common_voice_yue_40858523 入一百蚊紙落去佢找晒十蚊銀俾我
common_voice_yue_40858533 平時都係時多時少
common_voice_yue_40858547 問返上面啲大人
common_voice_yue_40858550 大家識咗咁耐咪玩呢味嘢
common_voice_yue_37119808 好似噴曬咪噉
common_voice_yue_41057279 有無記得咁清楚，笑死
common_voice_yue_41057283 師兄識唔識日文？
common_voice_yue_41057293 十七歲嗰排我瘋狂出櫃
common_voice_yue_41057296 人人喜好唔同
common_voice_yue_41057298 所以而家先咁有錢？
common_voice_yue_41057314 太鼓好難玩
common_voice_yue_41057315 但我嘅生活尚算平靜
common_voice_yue_41057316 但病人嘅腦部嚴重受損
common_voice_yue_41057319 所以呢度唔係討論粵語
common_voice_yue_41057320 黑雨先係留喺公司啩
common_voice_yue_41057321 今日仲有好緊要嘅約會
common_voice_yue_41057336 話說住宿嗰時有個宿友雙下巴好靚
common_voice_yue_41057410 至少我冇好似你噉做埋佢人生導師
common_voice_yue_41057411 轉一轉去商界消息
common_voice_yue_41057412 祝福佢哋
common_voice_yue_41057414 冇認真睇過亦冇着過
common_voice_yue_41057434 一柞大陸人畀人去柬埔寨做奴隸
common_voice_yue_41057438 佢唔係單身？
common_voice_yue_41057493 多謝你啲零食
common_voice_yue_41057495 一窩蜂擁戴同一樣嘢，或者全世界反對同一樣嘢，唔覺得仲恐怖咩
common_voice_yue_41057508 我話南柚啊！
common_voice_yue_41057511 我有玩過一次，但係垃圾到無倫，過份到嚇死我，從此失去信心
common_voice_yue_41057596 心諗都唔知咩人嚟傾埋晒啲亂七八糟嘅偈
common_voice_yue_41057597 覆同復咪同音字
common_voice_yue_41057609 同朋友講起職場人事麻煩嘢
common_voice_yue_41057668 太陽傷到我毛毛咩
common_voice_yue_41057669 所以好多本身文科人入去好辛苦
common_voice_yue_41058033 同我一樣扮工時間
common_voice_yue_41058038 佢就好驚走嚟問我係咪暗戀佢
common_voice_yue_41058047 好多人鐘意養貓或養狗
common_voice_yue_41058055 偉大祖國係從來都冇呢啲稱呼先啱
common_voice_yue_41058057 火星文噉囉
common_voice_yue_41058060 你都追返好早嘅討論嚟覆
common_voice_yue_41058063 就係唔想見到你吖嘛
common_voice_yue_41058064 佢初出道就拍一百集師奶劇，後尾隔幾年亞視有播
common_voice_yue_41058065 一直以嚟我咩都冇做
common_voice_yue_41058066 細個父母都會兇我走失畀人捉咗就斬手斬腳
common_voice_yue_41058069 基本字義嚟講應該係從復字，來回往返之意
common_voice_yue_41058071 諗起同事知道我會屠龍嘅震驚表情
common_voice_yue_41058075 你係咪記得返晒所有嘢喇？
common_voice_yue_41058081 佢問先噉我咪答後佢咯
common_voice_yue_41058085 有個白癡問題想問
common_voice_yue_41058086 你開自己關心嘅話題咪得囉
common_voice_yue_41058088 係咪潤我啊？
common_voice_yue_41058096 得一兩個位可以綠的
common_voice_yue_41058097 要睇埋邊條路
common_voice_yue_41058098 人數多多都唔夠
common_voice_yue_41058099 唔係喎，好多街景直播真係就噉喺街行，之前冇旅行去個個就睇片當行街
common_voice_yue_41058100 有冇試過四十樓掟部電話落街
common_voice_yue_41058108 四十分鐘屋企就得
common_voice_yue_41058110 懷疑人生呢件事
common_voice_yue_41058111 係會有少少痛㗎
common_voice_yue_41058112 照道理粗口都係出唔到街
common_voice_yue_41058115 可唔可以推薦一款淡香水？
common_voice_yue_41058116 新加入嗰位唔出聲嘅朋友究竟幾時會出現？
common_voice_yue_41058122 進度都過咗百分之九十啦
common_voice_yue_41058127 佢應該一望就知係咩嚟，唔係搞錯先當咗份文件係廢紙喎？
common_voice_yue_41058133 好斗膽啊你
common_voice_yue_41058151 仲要係同老婆一齊去
common_voice_yue_41058154 研究又話勃起功能同生殖能力會變差
common_voice_yue_41058155 然後倒落去
common_voice_yue_41058157 吹水好易啫，如果唔要求有內容
common_voice_yue_41058167 乖，識講嘢
common_voice_yue_41058169 我話今舖真係載入史書喇
common_voice_yue_41058170 我哋由朝早傾到夜晚
common_voice_yue_41058172 想唔想睇？
common_voice_yue_41058176 你睇唔到老師等緊嘅咩？
common_voice_yue_41058177 見到呢個女仔一開始冇戴口罩條片，但係唔知後尾仲有俾人綁起示眾
common_voice_yue_41058180 呢個世界好唔安全
common_voice_yue_41058185 你哋係咪乜都唔使掃嘞
common_voice_yue_41058190 嫁畀我吖？
common_voice_yue_41058192 係呀就係佢，好食！
common_voice_yue_41058194 應該要覺得良心不安
common_voice_yue_41058203 所以就諗住帶你嚟玩下，釋放壓力
common_voice_yue_41058212 依間屋有幾靜
common_voice_yue_41058220 見到人哋喺度呻，自己又唔會開心
common_voice_yue_41058221 真嗰個大裁員未開始
common_voice_yue_41058225 無論係喺呢度定新加坡
common_voice_yue_41058226 不過都要問咗先
common_voice_yue_41058227 報導淨係見到其他大城市
common_voice_yue_41058231 首先最大成本係隔離酒店
common_voice_yue_41058233 我都想係
common_voice_yue_41058234 依筆錢將會好幫到我哋嘅前線醫護
common_voice_yue_41058235 基友用一般網絡用語嚟講即係男性之間親密嘅朋友
common_voice_yue_41058239 發生咗咩事？
common_voice_yue_41058244 點答啊，通常人哋追我多
common_voice_yue_41058910 唔等錢洗咪擺返十年八載先
common_voice_yue_41058912 點解可以唔記得手語名
common_voice_yue_41058989 就算要講，都淨係可以講生意嘅嘢
common_voice_yue_41059009 其實我係咁叫公司，五年長期服務獎可以起間宿舍畀我
common_voice_yue_41059045 有好多我要適應嘅嘢
common_voice_yue_41059046 你噉講，基本上所有虛構嘅故事都係呃人嘅
common_voice_yue_41059065 炒龍躉球
common_voice_yue_41059066 係咪日本女明星強項
common_voice_yue_41059069 我哋入中國嘅網絡易好多嘅
common_voice_yue_41059077 要畀你知道，你唔得趕豬趕狗噉對我
common_voice_yue_41059079 自動性轉服務
common_voice_yue_41059091 你搵到啱嘅人嗰陣就明㗎喇
common_voice_yue_41059110 其實颱風啲名都幾得意
common_voice_yue_41059112 六點半鐘新聞報道
common_voice_yue_41059134 好似話佢套劇好受歡迎？
common_voice_yue_41059136 藍係大嶼山
common_voice_yue_41059150 冇話靚，係話正啫
common_voice_yue_41059167 我見好似已經開晒群組有晒擁躉
common_voice_yue_41059168 去咗邊呢？
common_voice_yue_41059169 暫時閂咗啫，好快開返啦
common_voice_yue_41059195 噉即係你知道晒喇？
common_voice_yue_41059198 其實而家啲話題都幾自然
common_voice_yue_41059206 我都知㗎喇
common_voice_yue_41059209 精神上支持你
common_voice_yue_41059219 人事部最憎你呢啲甩底又唔交代嘅
common_voice_yue_41059240 如果你仲想傾嘅，麻煩去後面
common_voice_yue_41059245 大陸又點嗌呢？
common_voice_yue_41059246 幾時收爐啊？
common_voice_yue_41059252 啊啊啊啊啊啊！老母好波！
common_voice_yue_41059260 小女子我怕醜
common_voice_yue_41059269 恭喜晒呀
common_voice_yue_41059270 呀姐好惡
common_voice_yue_41059273 今次十五周年好多人係想齊全團
common_voice_yue_41059291 你睇住嚟啦
common_voice_yue_41059303 畀我我都唔參與
common_voice_yue_41059305 因為我唔係你哋想要嘅仔
common_voice_yue_41059306 我都未去過波蘭，想去
common_voice_yue_41059323 即使個公仔係佢最心愛嘅玩具嚟
common_voice_yue_41059325 公司樓下間萬寧無聲無息執咗
common_voice_yue_41059329 我懶裝粵拼
common_voice_yue_41059338 全家都未中過咩都唔知
common_voice_yue_41059357 福利太少唔吸引
common_voice_yue_41059366 清零其實都清晒佢哋啲儲備
common_voice_yue_41059370 呢啲黃泛區農村
common_voice_yue_41059383 可能我唔夠資格做正宗中國人
common_voice_yue_41059389 中國人一睇，吓？乜原來全世界都復原晒咁滯？
common_voice_yue_41059395 另一個客想點雞扒飯定乜鬼，廚房阿姐嗌出嚟話啲扒我食晒嘞！
common_voice_yue_41059402 但一定會有方法嘅
common_voice_yue_41059404 呢個字幕譯完出到街？
common_voice_yue_41059408 我只係開頭嚟炒熱氣氛
common_voice_yue_41059410 冇任何獨處嘅空間
common_voice_yue_41059412 海珠提早解封
common_voice_yue_41059418 係年年都有
common_voice_yue_41059419 而唔係操卷同埋操卷
common_voice_yue_41059422 係全方位嘅唔掂
common_voice_yue_41059430 睇得少童話故事？
common_voice_yue_41060458 網上言論同理
common_voice_yue_41060461 唔係，佢對住空氣講
common_voice_yue_41060471 剩係知講緊聾校
common_voice_yue_41060472 你連雀都有養啊？
common_voice_yue_41060475 夫人已經得悉件事來龍去脈
common_voice_yue_41060486 玩到成身街數又影相擺上網咩？
common_voice_yue_41060489 講多啲嘢啦
common_voice_yue_41060507 你變咗好多
common_voice_yue_41060508 但最近幾年好似平衡返啲
common_voice_yue_41060515 就係呢條片？
common_voice_yue_41060516 茶記同粥舖都似
common_voice_yue_41060525 發覺呢度活躍用戶好似都係得我哋幾個
common_voice_yue_41060544 唔緊要，我當自己自言自語
common_voice_yue_41060547 唔係，坐幾年又一條好漢
common_voice_yue_41060549 我覺得你哋係女
common_voice_yue_41060559 呢啲實用好多
common_voice_yue_41060567 佢一路行一路細細聲講你好你好
common_voice_yue_41060571 睇誠哥心情想大家幾點返工啦
common_voice_yue_41060573 有人同我講自己廿幾歲係阿叔
common_voice_yue_41060580 屋苑職員打嚟搵我老母，問確診人士係咪阿乜生啊？
common_voice_yue_41060582 返工界暫時都係嚟生最出名
common_voice_yue_41060585 小妹深感佩服
common_voice_yue_41060589 廿一至三十
common_voice_yue_41060591 好奇係男女定係男男嘅節目
common_voice_yue_41060593 噓乜嘢？
common_voice_yue_41060594 照顧特殊需要小朋友嘅父母真心偉大，真係投放一世嘅心機時間精力落去
common_voice_yue_41060598 國情唔同
common_voice_yue_41060601 你唔驚我唱到胖虎噉？
common_voice_yue_41060604 我睇韓劇有講過個笑話
common_voice_yue_41060605 真冗員就可以做到
common_voice_yue_41060608 我同佢唔係真係咁熟㗎咋
common_voice_yue_41060613 廣州喉嚨，有啲地方要鼻哥，好可怕。
common_voice_yue_41060619 語中程緣
common_voice_yue_41060620 不愧係國際大刀會
common_voice_yue_41060625 幾廿歲人唔好咁多幻想啦
common_voice_yue_41060630 呢輪想了解下美股
common_voice_yue_41060632 點解要搶嘅？
common_voice_yue_41060634 好嘢有得返工好開心啊！
common_voice_yue_41060636 咩話都有唔同口音
common_voice_yue_41060637 但佢最後都話請我食飯
common_voice_yue_41060638 覺得好多人冇報
common_voice_yue_41060639 聽陳湛文講
common_voice_yue_41060643 好似得港鐵動感號有粵文
common_voice_yue_41060645 唔出奇嘅
common_voice_yue_41060647 呢兩樣有分別咩
common_voice_yue_41060648 有冇人想買平飛睇戲
common_voice_yue_41060651 我最後一次用佢就係喺舖頭同你傾偈係咪？
common_voice_yue_41060669 呢度突然好多人
common_voice_yue_41060670 不過你唔講應該冇人睇得出啦
common_voice_yue_41060671 潛唔緊要，有出過聲
common_voice_yue_41060674 咩類型嘅蛋糕比較適合新手？
common_voice_yue_41060675 而家就係探討緊點解冇拖拍
common_voice_yue_41060684 國際大刀會
common_voice_yue_41060686 職員係睇本身住戶資料估係邊個中
common_voice_yue_41060687 講得啱，要安排睇一睇先得嘞
common_voice_yue_41060693 歡迎打去黨安熱線篤灰
common_voice_yue_41060694 打風定隔離都要照返工
common_voice_yue_41060702 阿媽啱睇
common_voice_yue_41060717 最急嗰時都未去到轉車站
common_voice_yue_41060718 請多一位啦
common_voice_yue_41060733 有另一位熱心哥仔猛咁呼籲人有車就上，入返市中心先
common_voice_yue_41060738 係好多人連基本政治常識都冇嘅問題
common_voice_yue_41060749 我諗佢到最尾都意識唔到自己打咗尖
common_voice_yue_41061605 其次先係共黨
common_voice_yue_41061615 起碼坐返幾年食日本菜先啦
common_voice_yue_41061617 咁咪加囉
common_voice_yue_41061632 買兇都唔係一時意氣咁簡單啦，睇訪問話已經嘈咗廿年
common_voice_yue_41061634 老實講冇噉佢啲賀圖嘅話，大時大節我都唔知點問候人好
